index,Source Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Std,Fwd Packets/s,Bwd Packets/s,Min Packet Length,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Std,Day,Month,Year,Label
528,0.3418865058829225,0.05179932261910967,0.2266526587447239,0.47748569366525834,-0.22751413796260064,-0.11250442802039076,-0.3636074375193152,-0.2502186467796078,-0.30244345949167417,-0.4068705241793171,-0.47804872065430204,-0.37304184871025503,-0.057900600392159184,-0.007125424768502497,-0.03680806702309767,0.15921212762601797,-0.293897691025875,-0.29784533275216307,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,1.3359678613583033,-0.8242507585541545,-0.4408559436863756,0.0,0.6604294418137192,1.250596404104706,-0.2034514211149344,0.502944623325877,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
975,-2.3881614263048947,-0.3684907237369965,-0.5007277267225191,-0.4727903973988633,-0.29266217978110687,-0.12534930659351248,-0.4193833765463001,-0.2502186467796078,-0.43304856998359986,-0.4639935945925341,-0.47804872065430204,-0.43946235108404785,-0.19113581877130256,-0.22400544234504122,-0.03672143817125151,-0.2533720108404117,-0.24827011121639114,0.3031442766942309,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,-0.7485210003355033,1.2132230266358903,2.268314659972916,0.0,0.6604294418137192,-0.6757044040138384,3.769828997007539,-0.628809387567675,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,1.0
367,0.6179943338911977,-0.36584283498165016,-0.4098051785391137,-0.404913533751426,-0.24791402984516323,-0.09228057664994378,-0.3245642802004257,0.511227845454512,-0.029360046644920534,-0.057411740474930854,4.040845119698498,0.8430186259425044,-0.1847264964508472,-0.2169924516945132,-0.036805826621756826,-0.2533720108404117,-0.29370505169641825,-0.2953572206263093,1.19603527098631,-0.11757927025044308,-0.4540268173546502,0.0,-0.7485210003355033,-0.8242507585541545,-0.4408559436863756,0.0,0.6604294418137192,-0.7102872986725935,-0.23122552466007723,-0.44018371908541637,-1.6537424952618156,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,1.0
576,0.22954419285192915,-0.08854632020320019,0.3175752069281293,0.2059782390755093,0.3897471067420342,0.3390477128825959,1.4797873473225363,-0.2502186467796078,0.7982014261993721,1.8830925632681752,-0.47804872065430204,2.835151924168104,-0.0890887162415943,0.031879080888232124,-0.03680806702309767,0.27424809741429335,-0.2938939271933142,-0.29783284501253515,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,1.3359678613583033,-0.8242507585541545,-0.4408559436863756,0.0,0.6604294418137192,-0.160117092965446,2.5989312633412545,0.12569328636135965,-1.6537424952618156,1.2406796144797994,-0.09073214708605441,0.6874647075843128,1.5276531579718615,-0.06562254110901582,4.0,7.0,2017.0,1.0
845,0.12529675318483183,-0.36849249756969144,-0.5007277267225191,-0.4727903973988633,-0.29266217978110687,-0.12534930659351248,-0.4193833765463001,-0.2502186467796078,-0.43304856998359986,-0.4639935945925341,-0.47804872065430204,-0.43946235108404785,-0.1911487560072732,-0.22400544234504122,-0.0367483229873417,-0.2533720108404117,-0.22798868317077187,0.5703057371222005,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,-0.7485210003355033,1.2132230266358903,2.268314659972916,0.0,0.6604294418137192,-0.6928279732138045,-0.20101509624255345,-0.628809387567675,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
156,0.5626274756907035,-0.36848574715082466,-0.4098051785391137,-0.4727903973988633,-0.28344932538253026,-0.12534930659351248,-0.3803402192274106,-0.2502186467796078,-0.3499362269432835,-0.4639935945925341,-0.47804872065430204,-0.43946235108404785,-0.19113869371262937,-0.223996828335793,-0.03674757618689475,-0.2533720108404117,-0.24492088456244332,0.024646836675331116,-0.4998254840232816,-0.11757927025044308,2.2025130714225587,0.0,-0.7485210003355033,1.2132230266358903,-0.4408559436863756,0.0,-1.397565985934414,-0.6948425107667417,-0.2311037084164582,-0.628809387567675,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
653,0.5453999246854888,0.052425239194765424,0.2266526587447239,0.47748569366525834,-0.2268560769341309,-0.11250442802039076,-0.35802984361661666,-0.2502186467796078,-0.30112421596454414,-0.4068705241793171,-0.47804872065430204,-0.37304184871025503,-0.05770212008502864,-0.006306301895930606,-0.036806573422203774,0.14320451594947625,-0.2938976994027086,-0.29784551666148845,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,1.3359678613583033,-0.8242507585541545,-0.4408559436863756,0.0,0.6604294418137192,1.250596404104706,-0.2034514211149344,0.502944623325877,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
799,-0.23757151241597038,-0.3681179725054106,-0.4098051785391137,-0.5406672610463006,-0.29266217978110687,-0.12534930659351248,-0.4193833765463001,-0.2502186467796078,-0.43304856998359986,-0.4639935945925341,-0.47804872065430204,-0.43946235108404785,-0.1884172023791386,-0.22400544234504122,-0.031071892790077327,-0.2533720108404117,-0.2925132993700653,-0.2979690096379344,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,-0.7485210003355033,1.2132230266358903,-0.4408559436863756,0.0,-1.397565985934414,-0.6885974443526365,-0.23122552466007723,-0.628809387567675,-1.6537424952618156,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,1.0
803,0.17926257561080555,0.2733531449596035,1.1358781405787777,1.5635155120242545,1.0287243653861713,0.06219958533850419,1.3654466723172172,-0.2502186467796078,0.8217603381622575,1.1757745443280474,-0.47804872065430204,0.029800549751214003,-0.09564208304107037,-0.06519438144840538,-0.036806573422203774,0.06088218738848083,-0.2938955368594478,-0.29780163843406815,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,1.3359678613583033,-0.8242507585541545,-0.4408559436863756,0.0,0.6604294418137192,1.250596404104706,-0.20101509624255345,2.3892013081484635,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
165,0.1980468330321541,-0.36849363085169096,-0.5007277267225191,-0.4727903973988633,-0.29266217978110687,-0.12534930659351248,-0.4193833765463001,-0.2502186467796078,-0.43304856998359986,-0.4639935945925341,-0.47804872065430204,-0.43946235108404785,-0.1911570214635878,-0.22400544234504122,-0.03676549939762154,-0.2533720108404117,-0.20185011855073084,0.9146215851814978,-0.4998254840232816,-0.11757927025044308,-0.4540268173546502,0.0,-0.7485210003355033,1.2132230266358903,2.268314659972916,0.0,0.6604294418137192,-0.6928279732138045,-0.20101509624255345,-0.628809387567675,0.5575015219034974,-0.10458483266588568,-0.09073214708605441,-0.12030972665153829,-0.07958288315738184,-0.06562254110901582,4.0,7.0,2017.0,0.0
